종목명,현재가,기준월,배당금,수익률(%),배당성향(%)
휠라홀딩스,"37,550",19.12,219,0.58,4.99
50,,,,,
50,,,,,
50,,,,,
디피씨,"13,800",19.12,80,0.58,27.91
70,,,,,
70,,,,,
70,,,,,
풀무원,"17,800",19.12,102,0.57,108.79
102,,,,,
115,,,,,
102,,,,,
수산중공업,"1,750",19.12,10,0.57,353.95
0,,,,,
0,,,,,
10,,,,,
한진칼우,"49,250",19.12,280,0.57,-6.27
325,,,,,
150,,,,,
0,,,,,
대웅제약,"106,000",19.12,600,0.57,28.14
600,,,,,
600,,,,,
600,,,,,
경동나비엔,"54,700",19.12,300,0.55,13.6
250,,,,,
200,,,,,
150,,,,,
화승인더,"8,350",19.12,45,0.54,4.12
40,,,,,
25,,,,,
25,,,,,
삼화전기,"18,600",19.12,100,0.54,21.76
100,,,,,
70,,,,,
50,,,,,
동남합성,"37,200",19.09,200,0.54,4.06
"1,240",,,,,
73,,,,,
73,,,,,
일진다이아,"56,300",19.12,300,0.53,37.56
241,,,,,
241,,,,,
96,,,,,
동양3우B,"28,450",19.12,150,0.53,"-2,094.47"
150,,,,,
150,,,,,
150,,,,,
세종공업,"9,540",19.12,50,0.52,19.48
50,,,,,
100,,,,,
200,,,,,
선진,"9,540",19.12,50,0.52,5.56
50,,,,,
0,,,,,
46,,,,,
삼성출판사,"19,150",19.12,100,0.52,20.53
100,,,,,
150,,,,,
110,,,,,
동화약품,"23,500",19.12,120,0.51,35.24
120,,,,,
150,,,,,
110,,,,,
대한화섬,"80,800",19.12,410,0.51,2.05
750,,,,,
825,,,,,
0,,,,,
신화실업,"19,750",19.12,100,0.51,12.61
100,,,,,
100,,,,,
250,,,,,
종근당,"169,500",19.12,857,0.51,17.22
817,,,,,
778,,,,,
778,,,,,
사조산업,"29,900",19.12,150,0.5,-5.8
250,,,,,
200,,,,,
150,,,,,
시디즈,"60,000",19.12,300,0.5,6.45
300,,,,,
0,,,,,
0,,,,,
BYC,"225,000",19.12,"1,100",0.49,3.34
"1,000",,,,,
850,,,,,
800,,,,,
태양금속,"1,040",19.12,5,0.48,-0.97
5,,,,,
5,,,,,
20,,,,,
우성사료,"3,125",19.12,15,0.48,3.24
0,,,,,
25,,,,,
25,,,,,
계양전기우,"8,340",19.12,40,0.48,926.59
65,,,,,
60,,,,,
70,,,,,
포스코케미칼,"84,100",19.12,400,0.48,24.14
400,,,,,
350,,,,,
300,,,,,
더블유게임즈,"73,700",19.12,350,0.47,5.35
350,,,,,
350,,,,,
650,,,,,
한화솔루션,"42,150",19.12,200,0.47,-13.71
200,,,,,
350,,,,,
350,,,,,
KC코트렐,"6,390",19.12,30,0.47,20.2
80,,,,,
100,,,,,
40,,,,,
호텔신라,"75,200",19.12,350,0.47,7.83
350,,,,,
350,,,,,
350,,,,,
덕성,"4,355",19.12,20,0.46,171.27
20,,,,,
20,,,,,
45,,,,,
유나이티드제약,"72,700",19.12,330,0.45,15.83
330,,,,,
300,,,,,
250,,,,,
삼화콘덴서,"55,800",19.12,250,0.45,8.65
300,,,,,
150,,,,,
50,,,,,
오리온,"135,000",19.12,600,0.44,11
600,,,,,
600,,,,,
-,,,,,
녹십자,"226,500",19.12,"1,000",0.44,-313.76
"1,000",,,,,
"1,250",,,,,
"1,250",,,,,
샘표식품,"45,200",19.12,200,0.44,3.41
200,,,,,
200,,,,,
200,,,,,
더존비즈온,"109,000",19.12,470,0.43,30.32
450,,,,,
400,,,,,
290,,,,,
동일제강,"2,380",19.12,10,0.42,13.43
0,,,,,
10,,,,,
20,,,,,
씨에스윈드,"110,000",19.12,460,0.42,22.33
400,,,,,
350,,,,,
200,,,,,
LG하우시스,"60,000",19.12,250,0.42,22.02
250,,,,,
"1,800",,,,,
"1,800",,,,,
삼성SDI우,"252,500",19.12,"1,050",0.42,18.78
"1,050",,,,,
"1,050",,,,,
"1,050",,,,,
JW중외제약2우B,"78,000",19.12,323,0.41,-27.51
322,,,,,
272,,,,,
247,,,,,
샘표,"48,950",19.12,200,0.41,3.68
200,,,,,
200,,,,,
200,,,,,
종근당바이오,"46,900",19.12,191,0.41,8.36
191,,,,,
381,,,,,
381,,,,,
잇츠한불,"26,750",19.12,100,0.37,-37.33
150,,,,,
600,,,,,
701,,,,,
남양유업,"268,500",19.12,"1,000",0.37,2.92
"1,000",,,,,
"1,000",,,,,
"1,000",,,,,
S-Oil,"54,000",19.12,200,0.37,35.73
750,,,,,
"5,900",,,,,
"6,200",,,,,
한진칼,"69,000",19.12,255,0.37,-6.27
300,,,,,
125,,,,,
0,,,,,
삼일씨엔에스,"10,350",19.12,38,0.37,18.03
0,,,,,
70,,,,,
600,,,,,
지엠비코리아,"8,560",19.12,30,0.35,20.92
30,,,,,
100,,,,,
150,,,,,
한화솔루션우,"72,900",19.12,250,0.34,-13.71
250,,,,,
400,,,,,
400,,,,,
현대건설우,"190,500",19.12,650,0.34,16.41
550,,,,,
550,,,,,
550,,,,,
한미사이언스,"57,700",19.12,196,0.34,41.26
192,,,,,
189,,,,,
0,,,,,
제일파마홀딩스,"21,200",19.12,70,0.33,-1.19
70,,,,,
60,,,,,
70,,,,,
화승엔터프라이즈,"13,700",19.12,45,0.33,4.36
35,,,,,
18,,,,,
18,,,,,
대웅,"30,900",19.12,100,0.32,6.92
100,,,,,
100,,,,,
100,,,,,
DB하이텍1우,"129,000",19.12,400,0.31,14.53
300,,,,,
300,,,,,
0,,,,,
세원정공,"8,090",20.06,25,0.31,3.29
25,,,,,
100,,,,,
100,,,,,
LG화학,"662,000",19.12,"2,000",0.3,49.02
"6,000",,,,,
"6,000",,,,,
"5,000",,,,,
덕성우,"8,430",19.12,25,0.3,171.27
25,,,,,
25,,,,,
50,,,,,
SK증권우,"5,270",19.12,15,0.28,14.96
15,,,,,
0,,,,,
0,,,,,
서원,"3,510",19.12,10,0.28,14.96
15,,,,,
0,,,,,
10,,,,,
태양금속우,"3,560",19.12,10,0.28,-0.97
10,,,,,
10,,,,,
25,,,,,
SK케미칼우,"180,500",19.12,500,0.28,56.68
450,,,,,
0,,,,,
-,,,,,
한국화장품제조,"39,000",19.12,100,0.26,-24.36
100,,,,,
100,,,,,
100,,,,,
태광산업,"661,000",19.12,"1,550",0.23,0.96
"3,000",,,,,
"1,925",,,,,
"1,750",,,,,
삼성SDI,"436,000",19.12,"1,000",0.23,18.78
"1,000",,,,,
"1,000",,,,,
"1,000",,,,,
세진중공업,"8,810",19.12,20,0.23,32.36
20,,,,,
30,,,,,
100,,,,,
녹십자홀딩스2우,"153,500",19.12,325,0.21,498.97
250,,,,,
300,,,,,
300,,,,,
부산산업,"118,500",19.12,250,0.21,6.79
250,,,,,
250,,,,,
250,,,,,
현대비앤지스틸우,"71,900",19.12,150,0.21,7
150,,,,,
150,,,,,
150,,,,,
보락,"2,505",19.12,5,0.2,46.18
5,,,,,
7,,,,,
14,,,,,
LG이노텍,"157,000",19.12,300,0.19,6.94
300,,,,,
250,,,,,
250,,,,,
한미약품,"277,000",19.12,490,0.18,11.07
481,,,,,
471,,,,,
0,,,,,
제일약품,"43,800",19.12,70,0.16,-9.67
60,,,,,
50,,,,,
-,,,,,
일양약품,"78,300",19.12,120,0.15,22.53
0,,,,,
0,,,,,
100,,,,,
후성,"10,100",19.12,15,0.15,17.15
0,,,,,
0,,,,,
0,,,,,
SK케미칼,"313,000",19.12,450,0.14,56.68
400,,,,,
0,,,,,
-,,,,,
일양약품우,"103,000",19.12,145,0.14,22.53
0,,,,,
0,,,,,
125,,,,,
NAVER,"299,500",19.12,376,0.13,9.38
314,,,,,
289,,,,,
226,,,,,
일진머티리얼즈,"45,400",19.12,50,0.11,4.92
0,,,,,
650,,,,,
48,,,,,
SK네트웍스우,"134,000",19.12,145,0.11,-21.96
145,,,,,
145,,,,,
125,,,,,
성문전자우,"12,750",19.12,5,0.04,-0.16
5,,,,,
5,,,,,
5,,,,,
카카오,"375,000",19.12,127,0.03,-3.46
127,,,,,
148,,,,,
148,,,,,
일동제약,"17,150",19.12,0,0,0
363,,,,,
330,,,,,
225,,,,,
